sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
C3-C16a,64483,0.021362064522354167,0.004607398172694546,-0.00461148576169679,-0.0011218212638283037,-0.0024000046904093307,-0.0023501219967238507,-0.000491248925350689,-0.009296243671063633,-0.0008078804860359986,0.00026069825349536886,0.0003987339270872419,-0.0010871962835924277,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1/C42.2/C3-C1b,64739,-0.024764228968725453,0.0015119453945379455,0.0036625778284731674,0.0015032899232968254,-0.0014609461388406099,0.004590387054419479,0.0011681352384898798,0.001018751693689686,-0.004942046862040403,7.694875460553447e-05,-4.149747320664222e-05,3.906574026419846e-06,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21/C3,64751,0.016889101917765048,0.002346633850072869,-0.004573920265968479,-0.0022494785942381574,-0.0034013623329962137,0.0050375077217101934,0.0017515382271483097,0.0014612077524594972,0.0006264523525747692,-0.0004586517839681712,-0.0009021193668831908,-0.00029682778582584845,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1/C3/C1b,64627,-0.011200761814743368,0.0021390950401560882,0.0015321784065464661,0.0035474832948348385,0.0029898403632008103,0.005183244628556455,0.001410657540438559,0.0005969558469402117,0.0007934813241336839,-0.00013628628336183107,-0.0002793793162890774,2.313278226510389e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7/C7d/C12c-C12b-C12e-C7h-C3-C7g,65149,0.06673734157235606,-0.042160085812227195,0.00640652840360132,-0.000999206618214785,-0.0003874455462945588,0.0038956964076406735,0.00029126825200208436,-0.00044645534938955896,-0.00038686162416420655,-0.007756332557795639,-5.12977232878609e-05,6.902689039300452e-06,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C45a,64799,-0.1706963224897865,-0.020864354981650034,-0.045690389442699764,0.016559332504609784,-0.01152433234999379,0.0008368356811004896,8.600186157921684e-06,-6.717038559346893e-06,8.5654773211701e-06,5.724283083478431e-07,5.278802944522282e-07,-3.519363694046114e-08,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7/C12c-C7d-C12b-C12e,64726,0.06478826357829705,-0.04061959420313715,0.00599646965794581,-0.0011035134027152834,-0.0005681871873051658,0.0042233129068597886,0.0005396017897813223,0.00012718983977511082,7.532243834318443e-05,0.0037290605053446352,0.00015245933823627273,0.00010045024547204388,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7,64608,0.052137038684817734,-0.029104584010784893,0.0031755350069966153,-0.0013860785317409566,-0.001306290332262434,0.0043072643572762016,0.0008311665754852111,0.0006018479101079702,0.00035623427873623096,0.006069794744105475,-5.004430808143712e-05,-5.152822537289989e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C47/C44,64731,-0.11392536823407298,-0.004775814312449246,-7.083345268275343e-05,-0.038519047249264124,0.019240650038292336,-0.0011453252358133664,-5.312490248778511e-05,7.898440101862429e-07,-7.644491244581724e-05,2.4641466501910545e-06,9.698012786233072e-07,-7.083118307443499e-08,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C46,64477,-0.07708528933311252,0.018947716927042765,0.06754203523656434,0.00378696861511462,-0.01645945084680825,-6.30123059095524e-05,-9.29826180474993e-05,-9.445465726940547e-06,-0.00013702466589087504,5.754506829507714e-06,2.7009351531625835e-06,-1.9120801169855206e-07,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C42.2,64758,-0.06388369994534573,-8.354094391136339e-06,0.01029009410016107,-0.0017055529778988463,-0.010089217020348797,0.003212518572959494,0.00037260448708523246,-0.0002453089589090959,0.00196426970707005,-3.5591538616111224e-05,7.129469723057526e-06,9.810981767364405e-07,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.7493804720395576,0.09911698686307793,0.07943266342028643,0.02514975785479344,0.022754859802842156,0.014515138027549434,0.004807805803770894,0.0018330811504785455,0.0014702722305505538,0.0011340071167968613,0.0003247509691026458,8.020472119365386e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
