sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
C3/C3a,64730,0.3311507700956262,-0.06297624389728605,0.008279790982350639,0.007211044979353376,2.7114317327045754e-16,1.8168978671227266e-18,-0.04443657646838211,0.05531702957941642,-0.00797120196315253,0.03561072116698513,0.20227884970373494,-0.19493331691393537,-0.03970813800801155,-0.03101308711265553,0.0039184335179603055,-0.010328122870788279,0.0018535504524753391,-0.0010066643240888519,0.0,0.0,0.0,0.0,0.0
C47/C44,64731,-0.3191565344124617,-0.021224548286879957,0.3532396981568033,-0.1641008546891932,0.4642329354853847,0.3432508047244136,-0.15083350976707027,-0.010773062821453776,-0.009915936053195573,0.011798086338776508,0.00408343543225504,-0.0039758437245927735,0.027193176285044373,-0.003226058927906861,-0.0008208221002548474,0.001780601793232284,0.0001587552308685396,0.0006064575421384868,0.0,0.0,0.0,0.0,0.0
C3fe-C3-C3fg-C3b-C3ag-C21,64732,0.024361861945968375,0.05635721104892557,0.09540345950825077,-0.0666318988412972,-1.3796137133916381e-15,5.516180403642126e-16,0.3188334655513982,-0.4727617672806661,0.02932613761997833,-0.14433839686510216,-0.04732455301879708,-0.060318770767356006,-0.005707513117785562,-0.007692590621920384,-0.0019206316438479464,-0.006903706801788314,-0.0004241498976693241,-0.0014135480729230258,0.0,0.0,0.0,0.0,0.0
C46,64477,-0.3191565344124617,-0.02122454828688004,0.3532396981568033,-0.164100854689193,0.06514744901810318,-0.5736629177659707,-0.1508335097670726,-0.010773062821454708,-0.009915936053195644,0.011798086338776588,0.004083435432254957,-0.003975843724592788,0.027193176285044474,-0.003226058927906839,-0.000820822100254846,0.0017806017932322767,0.00015875523086854114,0.0006064575421384799,0.0,0.0,0.0,0.0,0.0
C3/C7,64733,0.14738090056465733,-0.28928273174749536,-0.24282335140153508,0.027281648908245464,2.271242434205067e-16,-4.572184882054418e-17,-0.03693290769463444,0.0296067032714043,0.11796704645861124,0.02509097287642283,0.023433670207008456,-0.005898151854770865,0.046268251665332855,-0.018757820257636903,-0.002563067732167875,0.00950684264647864,0.0006678969815313803,0.0013218381599741048,0.0,0.0,0.0,0.0,0.0
C54a-C54b-C3-C54d-C54c,64729,-0.15204231301850707,0.0439292883831349,0.17529946222939077,-0.12161986471812845,-3.1388046462501556e-15,-4.436043089309605e-16,0.5355234322010526,0.3480892647076399,0.011318316027813018,0.0016218820990685076,0.014069162481794238,0.012897150555943825,0.013061227600951372,0.0028231508890902844,-0.0002559812631427995,0.001893005729750532,-7.199349398289396e-05,-5.3368560145569056e-05,0.0,0.0,0.0,0.0,0.0
C7,64608,-0.43021576062112665,-0.340407010244347,-0.19339426660915918,0.015658863738279738,2.6213383888330816e-16,-2.839450821960768e-17,-0.032849181090884805,0.016361784803619685,0.4518431759904116,-0.03026248465825587,-0.017163603058471415,0.001259037054095626,-0.013181934895643607,0.008290883437628573,0.0009558355251961612,-0.005447114441636944,-8.724262524446986e-05,-5.5330509411619374e-05,0.0,0.0,0.0,0.0,0.0
C3-C16a,64483,0.3677475668251405,-0.07582017959897006,0.010993639877977834,0.01073499402895338,6.192801762235635e-16,-1.0959418456444688e-16,-0.07412748779500374,0.09648435989290798,-0.030483805657906718,-0.08882014229515707,-0.119032188686294,0.01563859300563848,0.0016535555505294102,-0.029456365805431203,-0.0028137544703705952,-0.012515056821212543,-0.022077612264901326,0.000362837475124098,0.0,0.0,0.0,0.0,0.0
C1/C42.2/C3-C1b,64739,-0.06331506895994786,0.4177472768254097,-0.10455978460326147,0.24763605626357205,-1.437502121099962e-17,4.997115610931054e-18,-0.0018640377387682352,-0.008662589917531542,-0.00016619608197908012,0.02912697180131436,-0.006818414386488605,-0.038331702083094575,0.15266863706194828,-0.009909341219078263,-0.005215877586496157,0.0060370853433145185,0.0006031016379322223,0.003645295981999141,0.0,0.0,0.0,0.0,0.0
C21/C3,64751,0.23697265417836547,-0.015438581753719302,0.024070832136945823,-0.008314682190956622,-1.980294917653747e-16,1.7462814614921508e-16,0.05209961822096437,-0.07495969519051858,0.013230426048735207,0.38912958056640057,-0.1518525582665038,-0.05236239588622827,-0.07254177241323473,0.015022885414997262,0.0017543943246457745,0.001944850806325642,1.1060206864528963e-05,6.764573289756396e-05,0.0,0.0,0.0,0.0,0.0
C1/C3/C1b,64627,0.0018523061930719054,0.42823384139918447,-0.22069228574087113,-0.060647715153671386,4.1385392905702086e-16,2.2063931754495274e-16,-0.037126367026962565,0.002943656884058322,0.006828933676258226,0.04567719224448262,-0.007454290726864187,-0.03347934863079674,0.14513291699186961,0.0302340342771299,0.003457360602816381,-0.009547704034013772,-0.0010347834103015567,-0.003981981424036243,0.0,0.0,0.0,0.0,0.0
C42.2,64758,-0.3278952300144782,0.089974530391576,0.2905967435290197,0.6220789733566797,1.562781020211575e-16,4.4471232518534205e-17,0.0039745719932402414,0.01115206305303097,-0.009680065973837124,-0.015040787596850213,0.008834730337585226,0.02099893868055108,-0.0641739029961787,0.0018498117384856305,0.0018075076083069108,-0.0012356468575641722,-0.00014027791382293224,-0.0011946658489636619,0.0,0.0,0.0,0.0,0.0
C7/C7d/C12c-C12b-C12e-C7h-C3-C7g,65149,-0.450584484666943,-0.3711984338296057,-0.28591255806478044,0.004706116252229651,-3.41149461542831e-16,-3.1993416842344583e-17,0.03706343178135491,-0.02246674300570012,-0.2393325235312289,0.0056340110872949494,-0.001543096687150167,-0.0009322410160052728,-0.004322305139884841,0.010404043150524622,0.003519507791436541,-0.039558224972918186,0.0035548733270238625,0.005561605572192784,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.28425316763202924,0.1772781843001329,0.11326361962416942,0.07173988476070156,0.062081135373397725,0.06208113537339757,0.061711911319346224,0.04996582413973277,0.04047501242226593,0.02880292521785203,0.01807630820196784,0.015017517832991871,0.010843509118779569,0.0022174912283764157,0.0012289105260262357,0.0007064767172080497,0.00023677601410748592,2.0210197517304346e-05,0.0,0.0,0.0,0.0,0.0
