sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
C3/C7,64733,0.032224321515031254,-0.009957503196343365,-0.0009515619571104446,0.00023662346230227382,0.002080041166929884,0.0031212459440616443,-0.0011215548993233032,-0.0005838269701091677,-0.0001892640238056472,0.0005650479377738017,-0.0003407682767392479,-8.62586527047269e-05,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
C54a-C54b-C3-C54d-C54c,64729,0.06254420227339004,0.06507307486504857,-0.025104195117568187,0.001578823070411754,0.0020026264123835947,0.009293617585159272,-0.0007711601948470633,-0.00016517867480506841,3.5098262116405134e-07,4.2667320713678e-05,-3.0196454160978075e-05,3.523229395290558e-06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
C3-C16a,64483,0.0193188260018263,0.0033851933556086054,-0.004162962856526605,1.7494867498312194e-05,0.0024184621495250127,0.0012366375815738087,-0.00046323242829549347,-0.0006284422817948397,-0.00022586254849452997,-0.00254983014794993,0.00014336287304573964,-0.0007501095182114014,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1/C42.2/C3-C1b,64739,-0.023908369489861414,0.0018987101145660468,0.003630162655592105,-0.001886048073904524,0.004176885881319165,0.0027021196168599214,-0.0020798556380156345,0.006611029875570549,8.918075027668945e-06,-9.325351214807674e-06,2.4055705425335176e-06,3.1932382878121223e-07,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
C21/C3,64751,0.017930309312077748,0.0027881621983437475,-0.004169367289408205,0.00012409540366461184,0.002845251813197119,0.003111713069754872,-0.0015483792300089673,-0.0008699001892496673,-0.00013887093010980366,0.0008838205547893987,-0.00047242322531119594,-0.00014957645406924353,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
C1/C3/C1b,64627,-0.010794146851167108,0.002370553930961075,0.0014680738434758936,-0.0017067118228109314,-0.003389452091354844,0.003387520634232255,-0.0010058291662342993,-0.00012061857880625227,-1.8953697180380748e-05,0.0001307600678446954,-7.784428082927212e-05,5.815532193646373e-06,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
C7/C7d/C12c-C12b-C12e-C7h-C3-C7g,65149,0.06606187505956404,-0.03992090309610383,0.0066255089118265695,0.0004956433291380555,0.00022784879553247725,0.0030074364263292823,1.032632596545973e-05,0.00012529021307145974,-0.004586894911418457,4.113479483362642e-05,-6.253093892570954e-06,1.181127554997308e-06,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
C45a,64799,-0.1694742390623233,-0.02058232522924223,-0.04486547482269841,-0.019712627268145436,0.0018785101256466963,0.0003298665729053809,1.750142620808444e-05,-4.3117282166271936e-05,8.326897342435465e-09,-7.708744597729906e-08,2.0539147925967342e-08,-2.5627113775037125e-09,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7/C12c-C7d-C12b-C12e,64726,0.06494611058922649,-0.039009345601895035,0.006385715092359837,0.0004925860446216282,0.0003211450933940564,0.003108181815376667,-0.0001490969127017845,3.064810015132916e-05,0.001915605514474317,-0.00018463050564410149,9.989481575368916e-05,4.627539218601786e-05,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7,64608,0.05347025402277931,-0.028745242714648612,0.0037980231943965186,0.0003988769348842252,0.000933549763709932,0.0030563446890191615,-0.0004940797443434638,-0.00021307291784224838,0.003752125754921277,2.461335047045186e-05,-3.1785997655013914e-05,-2.282313486056551e-05,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
C47/C44,64731,-0.11226208652165214,-0.0038767954991915186,0.0003451613931592441,0.0423365669411455,0.00011737326033043283,-0.00043161730060363045,6.267819387977964e-06,3.162780512500748e-05,4.1919495176697997e-08,-1.560140353291197e-07,3.9932895068931145e-08,-5.07953435534423e-09,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C46,64477,-0.07568013634266241,0.02083598293063007,0.06814402945915393,-0.011600913992918831,0.005375080205822218,-8.5020687099587e-05,4.144549516758934e-05,-1.0113330265892625e-05,9.349819792794309e-08,-4.191829752833431e-07,1.0843578909231572e-07,-1.3698524031282753e-08,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C42.2,64758,-0.062639606708838,0.0009849847191831964,0.010748938600535142,-0.0035395847112292137,0.008718586653074602,0.0020779661780346817,0.0005579908496372561,-0.00275232098163357,-1.9754729891144305e-06,7.079037857601791e-07,2.721515875200005e-07,1.2040052620158775e-07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.768321973437149,0.0988795214722366,0.08176040801350119,0.02478041679188655,0.011536116294485565,0.011025342061496092,0.0016714222327383025,0.0013640311220254459,0.00041044837632416074,0.00014729859309622775,8.407406648231162e-05,1.8947538578582743e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
