sample,analysis_type_uid,PC1,PC2,PC3,PC4
A3,64269,0.8068049095799916,0.0015295360805454132,0.0,-0.0
A4-A4ab-A4aa,64326,-0.43781891978608095,0.0011637599483368384,0.0,-0.0
A4,64226,-0.4310178195046792,0.0011306184193697155,-0.0,-0.0
A13,64251,0.06203182971076881,-0.003823914448277125,0.0,-0.0
proportion_explained,0,0.9999810179880485,1.8982011951402852e-05,0.0,0.0
