sample,analysis_type_uid,PC1,PC2,PC3,PC4
A3,64269,0.43252888819540936,-0.49999999999999983,0.0,-0.0
A4-A4ab-A4aa,64326,-0.43252888819540897,1.1775693440128314e-16,-0.04092729536352264,-0.0
A4,64226,-0.4325288881954089,1.9626155733547194e-16,0.04092729536352264,-0.0
A13,64251,0.4325288881954089,0.5000000000000003,8.032454725573791e-19,-0.0
proportion_explained,0,0.5978588135769404,0.39946470339423523,0.0026764830288242393,0.0
