sample,analysis_type_uid,PC1,PC2,PC3,PC4
A3,64269,0.4266363301725902,-0.49999999999999817,-1.8729234435975906e-16,-0.0
A4-A4ab-A4aa,64326,-0.42663633017258795,-1.3149524341476604e-15,-0.14807351926480763,-0.0
A4,64226,-0.42663633017258806,-1.6485970816179623e-15,0.14807351926480733,-0.0
A13,64251,0.42663633017258534,0.500000000000001,-1.7436683694633064e-16,-0.0
proportion_explained,0,0.5724188091167269,0.39310470227918176,0.03447648860409135,0.0
