host_id,year,sample_name,sample_name_incorrect,fastq_fwd_file_name,fastq_rev_file_name,sample_type,host_phylum,host_class,host_order,host_family,host_genus,host_species,collection_latitude,collection_longitude,collection_date,collection_depth,host_site,collector
31,2019,WP_Cnat_31_2019,WP_Cnat_31_2019,PLATE2-F11-40_S168_L001_R1_001.fastq.gz,PLATE2-F11-40_S168_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,18.300253,64.716935,2019.07.29,7.1,WhitePoint,BethLenz
13,2017,CH_Dlab_13_2017,CH_Dlab_13_2017,PLATE1-B1-19_S2_L001_R1_001.fastq.gz,PLATE1-B1-19_S2_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300112,64.716752,2017.08.02,8.4,CabritteHorn,RossCunning
13,2018,CH_Dlab_13_2018,CH_Dlab_13_2018,PLATE2-C7-377_S134_L001_R1_001.fastq.gz,PLATE2-C7-377_S134_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300112,64.716752,2018.08.15,8.4,CabritteHorn,PeterEdmunds
13,2019,CH_Dlab_13_2019,CH_Dlab_13_2019,PLATE2-F7-36_S137_L001_R1_001.fastq.gz,PLATE2-F7-36_S137_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300112,64.716752,2019.07.19,8.4,CabritteHorn,BethLenz
50,2017,CH_Dlab_50_2017,CH_Dlab_50_2017,PLATE1-E1-67_S5_L001_R1_001.fastq.gz,PLATE1-E1-67_S5_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300112,64.716752,2017.08.02,9.6,CabritteHorn,RossCunning
50,2018,CH_Dlab_50_2018,CH_Dlab_50_2018,PLATE2-B5-362_S117_L001_R1_001.fastq.gz,PLATE2-B5-362_S117_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300112,64.716752,2018.08.15,9.6,CabritteHorn,PeterEdmunds
50,2019,CH_Dlab_50_2019,CH_Dlab_50_2019,PLATE2-E3-19_S104_L001_R1_001.fastq.gz,PLATE2-E3-19_S104_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300112,64.716752,2019.07.27,9.6,CabritteHorn,BethLenz
79,2017,CH_Dlab_79_2017,CH_Dlab_79_2017,PLATE1-A2-4_S8_L001_R1_001.fastq.gz,PLATE1-A2-4_S8_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300112,64.716752,2017.07.29,6.6,CabritteHorn,RossCunning
36,2017,ET_Dlab_36_2017,ET_Dlab_36_2017,PLATE1-C12-49_S80_L001_R1_001.fastq.gz,PLATE1-C12-49_S80_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300189,64.716774,2017.07.31,7.8,EastTektite,RossCunning
36,2018,ET_Dlab_36_2018,ET_Dlab_36_2018,PLATE2-A8-353_S140_L001_R1_001.fastq.gz,PLATE2-A8-353_S140_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300189,64.716774,2018.08.13,7.8,EastTektite,PeterEdmunds
36,2019,ET_Dlab_36_2019,ET_Dlab_36_2019,PLATE2-D3-7_S103_L001_R1_001.fastq.gz,PLATE2-D3-7_S103_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300189,64.716774,2019.07.24,7.8,EastTektite,BethLenz
37,2017,ET_Dlab_37_2017,ET_Dlab_37_2017,PLATE1-D1-50_S4_L001_R1_001.fastq.gz,PLATE1-D1-50_S4_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300189,64.716774,2017.07.31,7.8,EastTektite,RossCunning
37,2018,ET_Dlab_37_2018,ET_Dlab_37_2018,PLATE2-A2-295_S92_L001_R1_001.fastq.gz,PLATE2-A2-295_S92_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300189,64.716774,2018.08.13,7.8,EastTektite,PeterEdmunds
37,2019,ET_Dlab_37_2019,ET_Dlab_37_2019,PLATE2-D2-6_S95_L001_R1_001.fastq.gz,PLATE2-D2-6_S95_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300189,64.716774,2019.07.24,7.8,EastTektite,BethLenz
57,2017,ET_Dlab_57_2017,ET_Dlab_57_2017,PLATE1-E8-77_S54_L001_R1_001.fastq.gz,PLATE1-E8-77_S54_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300189,64.716774,2017.08.02,8,EastTektite,RossCunning
57,2019,ET_Dlab_57_2019,ET_Dlab_57_2019,PLATE2-D6-10_S127_L001_R1_001.fastq.gz,PLATE2-D6-10_S127_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300189,64.716774,2018.08.13,8,EastTektite,BethLenz
62,2017,ET_Dlab_62_2017,ET_Dlab_62_2017,PLATE1-E12-81_S82_L001_R1_001.fastq.gz,PLATE1-E12-81_S82_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300189,64.716774,2019.07.24,7.1,EastTektite,RossCunning
62,2018,ET_Dlab_62_2018,ET_Dlab_62_2018,PLATE2-A4-298_S108_L001_R1_001.fastq.gz,PLATE2-A4-298_S108_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300189,64.716774,2018.08.13,7.1,EastTektite,PeterEdmunds
62,2019,ET_Dlab_62_2019,ET_Dlab_62_2019,PLATE2-C10-2_S157_L001_R1_001.fastq.gz,PLATE2-C10-2_S157_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300189,64.716774,2019.07.24,7.1,EastTektite,BethLenz
20,2017,WP_Dlab_20_2017,WP_Dlab_20_2017,PLATE1-B8-26_S51_L001_R1_001.fastq.gz,PLATE1-B8-26_S51_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300253,64.716935,2017.07.30,9.1,WhitePoint,RossCunning
20,2019,WP_Dlab_20_2019,WP_Dlab_20_2019,PLATE2-G10-52_S161_L001_R1_001.fastq.gz,PLATE2-G10-52_S161_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300253,64.716935,2019.07.29,9.1,WhitePoint,BethLenz
23,2017,WP_Dlab_23_2017,WP_Dlab_23_2017,PLATE1-B11-29_S72_L001_R1_001.fastq.gz,PLATE1-B11-29_S72_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300253,64.716935,2017.07.30,8.6,WhitePoint,RossCunning
23,2019,WP_Dlab_23_2019,WP_Dlab_23_2019,PLATE2-G9-51_S153_L001_R1_001.fastq.gz,PLATE2-G9-51_S153_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300253,64.716935,2019.07.29,8.6,WhitePoint,BethLenz
63,2017,WP_Dlab_63_2017,WP_Dlab_63_2017,PLATE1-F1-82_S6_L001_R1_001.fastq.gz,PLATE1-F1-82_S6_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labrynthiformis,18.300253,64.716935,2017.08.03,8.9,EastTektite,RossCunning
10,2017,CH_Pstr_10_2017,CH_Pstr_10_2017,PLATE1-A10-14_S64_L001_R1_001.fastq.gz,PLATE1-A10-14_S64_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300112,64.716752,2017.07.30,8.3,CabritteHorn,RossCunning
10,2018,CH_Pstr_10_2018,CH_Pstr_10_2018,PLATE2-C2-371_S94_L001_R1_001.fastq.gz,PLATE2-C2-371_S94_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300112,64.716752,2018.08.15,8.3,CabritteHorn,PeterEdmunds
10,2019,CH_Pstr_10_2019,CH_Pstr_10_2019,PLATE2-E8-25_S143_L001_R1_001.fastq.gz,PLATE2-E8-25_S143_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300112,64.716752,2019.07.27,8.3,CabritteHorn,BethLenz
82,2017,CH_Pstr_82_2017,CH_Pstr_82_2017,PLATE1-A8-10_S50_L001_R1_001.fastq.gz,PLATE1-A8-10_S50_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300112,64.716752,2017.07.30,9.1,CabritteHorn,RossCunning
82,2019,CH_Pstr_82_2019,CH_Pstr_82_2019,PLATE2-E6-22_S128_L001_R1_001.fastq.gz,PLATE2-E6-22_S128_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300112,64.716752,2019.07.27,9.1,CabritteHorn,BethLenz
42,2017,ET_Pstr_42_2017,ET_Pstr_42_2017,PLATE1-D6-56_S39_L001_R1_001.fastq.gz,PLATE1-D6-56_S39_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300189,64.716774,2017.07.31,7.9,EastTektite,RossCunning
42,2018,ET_Pstr_42_2018,ET_Pstr_42_2018,PLATE2-A1-294_S84_L001_R1_001.fastq.gz,PLATE2-A1-294_S84_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300189,64.716774,2018.08.13,7.9,EastTektite,PeterEdmunds
42,2019,ET_Pstr_42_2019,ET_Pstr_42_2019,PLATE2-D7-11_S135_L001_R1_001.fastq.gz,PLATE2-D7-11_S135_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300189,64.716774,2019.07.24,7.9,EastTektite,BethLenz
45,2017,ET_Pstr_45_2017,ET_Pstr_45_2017,PLATE1-D9-60_S60_L001_R1_001.fastq.gz,PLATE1-D9-60_S60_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300189,64.716774,2017.07.31,9.5,EastTektite,RossCunning
45,2018,ET_Pstr_45_2018,ET_Pstr_45_2018,PLATE2-A10-355_S155_L001_R1_001.fastq.gz,PLATE2-A10-355_S155_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300189,64.716774,2018.08.13,9.5,EastTektite,PeterEdmunds
45,2019,ET_Pstr_45_2019,ET_Pstr_45_2019,PLATE2-D4-8_S111_L001_R1_001.fastq.gz,PLATE2-D4-8_S111_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300189,64.716774,2019.07.24,9.5,EastTektite,BethLenz
54,2017,ET_Pstr_54_2017,ET_Pstr_54_2017,PLATE1-E6-75_S40_L001_R1_001.fastq.gz,PLATE1-E6-75_S40_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300189,64.716774,2017.08.02,9.9,EastTektite,RossCunning
54,2018,ET_Pstr_54_2018,ET_Pstr_54_2018,PLATE2-A6-300_S124_L001_R1_001.fastq.gz,PLATE2-A6-300_S124_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300189,64.716774,2018.08.13,9.9,EastTektite,PeterEdmunds
16,2017,WP_Pstr_16_2017,WP_Pstr_16_2017,PLATE1-B4-22_S23_L001_R1_001.fastq.gz,PLATE1-B4-22_S23_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300253,64.716935,2017.07.30,9.2,WhitePoint,RossCunning
28,2017,WP_Pstr_28_2017,WP_Pstr_28_2017,PLATE1-C4-37_S24_L001_R1_001.fastq.gz,PLATE1-C4-37_S24_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300253,64.716935,2017.07.30,9.2,WhitePoint,RossCunning
28,2019,WP_Pstr_28_2019,WP_Pstr_28_2019,PLATE2-G6-48_S130_L001_R1_001.fastq.gz,PLATE2-G6-48_S130_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300253,64.716935,2019.07.29,9.2,WhitePoint,BethLenz
66,2017,WP_Pstr_66_2017,WP_Pstr_66_2017,PLATE1-F4-85_S27_L001_R1_001.fastq.gz,PLATE1-F4-85_S27_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300253,64.716935,2017.08.03,8.6,WhitePoint,RossCunning
66,2019,WP_Pstr_66_2019,WP_Pstr_66_2019,PLATE2-H10-64_S162_L001_R1_001.fastq.gz,PLATE2-H10-64_S162_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300253,64.716935,2019.07.29,8.6,WhitePoint,BethLenz
68,2017,WP_Pstr_68_2017,WP_Pstr_68_2017,PLATE1-F6-87_S41_L001_R1_001.fastq.gz,PLATE1-F6-87_S41_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300253,64.716935,2017.08.03,8.6,WhitePoint,RossCunning
68,2019,WP_Pstr_68_2019,WP_Pstr_68_2019,PLATE2-H1-55_S91_L001_R1_001.fastq.gz,PLATE2-H1-55_S91_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,18.300253,64.716935,2019.07.29,8.6,WhitePoint,BethLenz
14,2017,CH_Pfur_14_2017,CH_Pfur_14_2017,PLATE1-B2-20_S9_L001_R1_001.fastq.gz,PLATE1-B2-20_S9_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,18.300112,64.716752,2017.07.30,10.6,CabritteHorn,RossCunning
15,2017,CH_Pfur_15_2017,CH_Pfur_15_2017,PLATE1-B3-21_S16_L001_R1_001.fastq.gz,PLATE1-B3-21_S16_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,18.300112,64.716752,2017.07.30,10.6,CabritteHorn,RossCunning
30,2017,ET_Pfur_30_2017,ET_Pfur_30_2017,PLATE1-C7-44_S45_L001_R1_001.fastq.gz,PLATE1-C7-44_S45_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,18.300189,64.716774,2017.07.31,7.8,EastTektite,RossCunning
30,2019,ET_Pfur_30_2019,ET_Pfur_30_2019,PLATE2-E2-18_S96_L001_R1_001.fastq.gz,PLATE2-E2-18_S96_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,18.300189,64.716774,2019.07.24,7.8,EastTektite,BethLenz
43,2017,ET_Pfur_43_2017,ET_Pfur_43_2017,PLATE1-D7-57_S46_L001_R1_001.fastq.gz,PLATE1-D7-57_S46_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,18.300189,64.716774,2019.07.24,9,EastTektite,RossCunning
53,2017,ET_Pfur_53_2017,ET_Pfur_53_2017,PLATE1-E5-73_S33_L001_R1_001.fastq.gz,PLATE1-E5-73_S33_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,18.300189,64.716774,2017.08.02,9.3,EastTektite,RossCunning
74,2017,ET_Pfur_74_2017,ET_Pfur_74_2017,PLATE1-G3-98_S21_L001_R1_001.fastq.gz,PLATE1-G3-98_S21_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,18.300189,64.716774,2017.08.03,8.6,EastTektite,RossCunning
75,2017,ET_Pfur_75_2017,ET_Pfur_75_2017,PLATE1-G4-100_S28_L001_R1_001.fastq.gz,PLATE1-G4-100_S28_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,18.300189,64.716774,2017.08.03,9.6,EastTektite,RossCunning
22,2017,WP_Pfur_22_2017,WP_Pfur_22_2017,PLATE1-B10-28_S65_L001_R1_001.fastq.gz,PLATE1-B10-28_S65_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,18.300253,64.716935,2017.07.30,9.8,WhitePoint,RossCunning
27,2017,WP_Pfur_27_2017,WP_Pfur_27_2017,PLATE1-C3-33_S17_L001_R1_001.fastq.gz,PLATE1-C3-33_S17_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,18.300253,64.716935,2017.07.30,9.8,WhitePoint,RossCunning
71,2017,WP_Pfur_71_2017,WP_Pfur_71_2017,PLATE1-F9-90_S62_L001_R1_001.fastq.gz,PLATE1-F9-90_S62_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,furcata,18.300253,64.716935,2017.08.03,8.6,WhitePoint,RossCunning
7,2017,CH_Ssid_07_2017,CH_Ssid_07_2017,PLATE1-A7-9_S43_L001_R1_001.fastq.gz,PLATE1-A7-9_S43_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300112,64.716752,2017.07.30,7.4,CabritteHorn,RossCunning
7,2018,CH_Ssid_07_2018,CH_Ssid_07_2018,PLATE2-B6-363_S125_L001_R1_001.fastq.gz,PLATE2-B6-363_S125_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300112,64.716752,2018.08.15,7.4,CabritteHorn,PeterEdmunds
7,2019,CH_Ssid_07_2019,CH_Ssid_07_2019,PLATE2-E9-26_S151_L001_R1_001.fastq.gz,PLATE2-E9-26_S151_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300112,64.716752,2019.07.27,7.4,CabritteHorn,BethLenz
46,2017,CH_Ssid_46_2017,CH_Ssid_46_2017,PLATE1-A1-1_S1_L001_R1_001.fastq.gz,PLATE1-A1-1_S1_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300112,64.716752,2017.07.29,9.4,CabritteHorn,RossCunning
46,2018,CH_Ssid_46_2018,CH_Ssid_46_2018,PLATE2-C5-374_S118_L001_R1_001.fastq.gz,PLATE2-C5-374_S118_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300112,64.716752,2018.08.16,9.4,CabritteHorn,PeterEdmunds
46,2019,CH_Ssid_46_2019,CH_Ssid_46_2019,PLATE2-E5-21_S120_L001_R1_001.fastq.gz,PLATE2-E5-21_S120_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300112,64.716752,2019.07.27,9.4,CabritteHorn,BethLenz
51,2017,CH_Ssid_51_2017,CH_Ssid_51_2017,PLATE1-E2-68_S12_L001_R1_001.fastq.gz,PLATE1-E2-68_S12_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300112,64.716752,2017.08.02,9.6,CabritteHorn,RossCunning
51,2019,CH_Ssid_51_2019,CH_Ssid_51_2019,PLATE2-E4-20_S112_L001_R1_001.fastq.gz,PLATE2-E4-20_S112_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300112,64.716752,2019.07.27,9.6,CabritteHorn,BethLenz
41,2017,ET_Ssid_41_2017,ET_Ssid_41_2017,PLATE1-D5-54_S32_L001_R1_001.fastq.gz,PLATE1-D5-54_S32_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300189,64.716774,2017.07.31,9.5,EastTektite,RossCunning
41,2018,ET_Ssid_41_2018,ET_Ssid_41_2018,PLATE2-A12-357_S171_L001_R1_001.fastq.gz,PLATE2-A12-357_S171_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300189,64.716774,2018.08.13,9.5,EastTektite,PeterEdmunds
41,2019,ET_Ssid_41_2019,ET_Ssid_41_2019,PLATE2-D8-12_S142_L001_R1_001.fastq.gz,PLATE2-D8-12_S142_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300189,64.716774,2019.07.24,9.5,EastTektite,BethLenz
44,2017,ET_Ssid_44_2017,ET_Ssid_44_2017,PLATE1-D8-59_S53_L001_R1_001.fastq.gz,PLATE1-D8-59_S53_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300189,64.716774,2017.07.31,9.1,EastTektite,RossCunning
44,2018,ET_Ssid_44_2018,ET_Ssid_44_2018,PLATE2-A11-356_S163_L001_R1_001.fastq.gz,PLATE2-A11-356_S163_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300189,64.716774,2018.08.13,9.1,EastTektite,PeterEdmunds
44,2019,ET_Ssid_44_2019,ET_Ssid_44_2019,PLATE2-D5-9_S119_L001_R1_001.fastq.gz,PLATE2-D5-9_S119_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300189,64.716774,2019.07.24,9.1,EastTektite,BethLenz
RANDOM,2017,WP_Ssid_104_2017,WP_Ssid_104_2017,PLATE1-G6-104_S42_L001_R1_001.fastq.gz,PLATE1-G6-104_S42_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.04,8.1,WhitePoint,RossCunning
RANDOM,2017,WP_Ssid_105_2017,WP_Ssid_105_2017,PLATE1-G7-105_S49_L001_R1_001.fastq.gz,PLATE1-G7-105_S49_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.04,8.1,WhitePoint,RossCunning
RANDOM,2017,WP_Ssid_107_2017,WP_Ssid_107_2017,PLATE1-G9-107_S63_L001_R1_001.fastq.gz,PLATE1-G9-107_S63_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.04,9.3,WhitePoint,RossCunning
RANDOM,2017,WP_Ssid_108_2017,WP_Ssid_108_2017,PLATE1-G10-108_S70_L001_R1_001.fastq.gz,PLATE1-G10-108_S70_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.04,9.3,WhitePoint,RossCunning
RANDOM,2017,WP_Ssid_109_2017,WP_Ssid_109_2017,PLATE1-G11-109_S77_L001_R1_001.fastq.gz,PLATE1-G11-109_S77_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.04,9.3,WhitePoint,RossCunning
21,2017,WP_Ssid_21_2017,WP_Ssid_21_2017,PLATE1-B9-27_S58_L001_R1_001.fastq.gz,PLATE1-B9-27_S58_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.07.30,8.9,WhitePoint,RossCunning
21,2019,WP_Ssid_21_2019,WP_Ssid_21_2019,PLATE2-G12-54_S177_L001_R1_001.fastq.gz,PLATE2-G12-54_S177_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2019.07.29,8.9,WhitePoint,BethLenz
26,2017,WP_Ssid_26_2017,WP_Ssid_26_2017,PLATE1-C2-32_S10_L001_R1_001.fastq.gz,PLATE1-C2-32_S10_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.07.30,9.3,WhitePoint,RossCunning
26,2019,WP_Ssid_26_2019,WP_Ssid_26_2019,PLATE2-H7-61_S139_L001_R1_001.fastq.gz,PLATE2-H7-61_S139_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.07.30,9.3,WhitePoint,BethLenz
RANDOM,2019,WP_Ssid_38_2019,WP_Ssid_38_2019,PLATE2-F9-38_S152_L001_R1_001.fastq.gz,PLATE2-F9-38_S152_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2019.07.29,9.3,WhitePoint,BethLenz
RANDOM,2019,WP_Ssid_39_2019,WP_Ssid_39_2019,PLATE2-F10-39_S160_L001_R1_001.fastq.gz,PLATE2-F10-39_S160_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2019.07.29,9.3,WhitePoint,BethLenz
RANDOM,2019,WP_Ssid_45_2019,WP_Ssid_45_2019,PLATE2-G3-45_S106_L001_R1_001.fastq.gz,PLATE2-G3-45_S106_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2019.07.29,9.3,WhitePoint,BethLenz
RANDOM,2019,WP_Ssid_46_2019,WP_Ssid_46_2019,PLATE2-G4-46_S114_L001_R1_001.fastq.gz,PLATE2-G4-46_S114_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2019.07.29,9.3,WhitePoint,BethLenz
