sample_uid	64326	64269	64226	64251	64397	64399	64396	64384	64395	64400	64404	64391	64398	64386	64405	64408	64411	64483	65149	64727	64732	64733	65057	64726	64728	64731	64729	64758	64597	64799	64453	64730	65042	65049	65050	64477	64608	64739	64751	64627	64983	64857	64849	64991	64993
106274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34486.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11909.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27597.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13300.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17574.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16882.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13724.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14623.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14071.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22208.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14546.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15128.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23577.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37539.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16256.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11123.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15382.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15064.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23882.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238.0	0	0	0	0
106128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20744.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286.0	0
106179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7822.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2351.0	0	0
106272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10029.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
