sample_uid	64326	64269	64226	64251	64397	64399	64396	64384	64395	64400	64404	64391	64398	64386	64405	64408	64411	64483	65149	64727	64732	64733	65057	64726	64728	64731	64729	64758	64597	64799	64453	64730	65042	65049	65050	64477	64608	64739	64751	64627	64983	64857	64849	64991	64993
106274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9786316297284259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9759875430257335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9749178648390858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967976710334789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9641740275415592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9634195057923871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9609971290525873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9565018315018314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9548076270611386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9537470474554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
